ano,mes,origen,destino,tipo_equipo,tipo_vuelo,trafico,empresa,vuelos,sillas,carga_ofrecida,pasajeros,carga_bordo
2010,8,NVA,SVI,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,11,NVA,SVI,PA34,T,N,SAER,3,0,0.0,6,300.0
2010,12,NVA,SVI,PA34,T,N,SAER,4,0,0.0,8,400.0
2010,3,NVA,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,7,NVA,VVC,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,9,NVA,VVC,PA34,T,N,SAER,2,0,0.0,5,50.0
2010,10,NVA,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,11,NVA,VVC,PA34,T,N,SAER,1,0,0.0,2,20.0
2010,12,NVA,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,12,NVA,VVC,P28A,T,N,SAER,1,0,0.0,2,0.0
2010,12,PCR,EYP,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,7,PCR,GYM,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,4,PCR,VVC,C206,T,N,SAER,1,0,0.0,2,0.0
2010,9,PCR,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,10,PCR,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,11,PCR,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,12,PCR,VVC,PA34,T,N,SAER,4,0,0.0,8,0.0
2010,6,PCR,VVC,P28A,T,N,SAER,1,0,0.0,2,0.0
2010,11,PIP,VVC,C210,T,N,SAER,1,0,0.0,2,0.0
2010,8,PIP,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,10,PIP,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,5,PPN,BOG,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,6,PSO,BOG,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,6,PSO,GYM,PA34,T,N,SAER,1,0,0.0,0,50.0
2010,4,PTL,IBE,C180,T,N,SAER,3,0,0.0,3,300.0
2010,9,PTL,IBE,C180,T,N,SAER,2,0,0.0,1,0.0
2010,10,PTL,IBE,C180,T,N,SAER,1,0,0.0,1,50.0
2010,5,PTL,IBE,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,9,PTL,IBE,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,5,PTL,IBE,P28A,T,N,SAER,1,0,0.0,2,100.0
2010,4,PTL,NVA,PA34,T,N,SAER,2,0,0.0,2,100.0
2010,5,PTL,NVA,PA34,T,N,SAER,4,0,0.0,8,300.0
2010,7,PTL,NVA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,8,PTL,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,10,PTL,NVA,PA34,T,N,SAER,3,0,0.0,6,300.0
2010,11,PTL,NVA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,12,PTL,NVA,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,4,PTL,NVA,P28A,T,N,SAER,3,0,0.0,6,400.0
2010,5,PTL,NVA,P28A,T,N,SAER,2,0,0.0,4,70.0
2010,6,PTL,NVA,P28A,T,N,SAER,2,0,0.0,4,200.0
2010,9,PTL,NVA,P28A,T,N,SAER,1,0,0.0,2,100.0
2010,10,PTL,NVA,P28A,T,N,SAER,2,0,0.0,4,200.0
2010,12,PTL,NVA,P28A,T,N,SAER,3,0,0.0,6,300.0
2010,6,PUU,FLA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,9,PUU,FLA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,10,PUU,FLA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,1,PUU,NVA,PA34,T,N,SAER,4,0,0.0,8,400.0
2010,2,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,50.0
2010,3,PUU,NVA,PA34,T,N,SAER,3,0,0.0,6,200.0
2010,4,PUU,NVA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,5,PUU,NVA,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,6,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,110.0
2010,7,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,8,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,9,PUU,NVA,PA34,T,N,SAER,3,0,0.0,6,220.0
2010,10,PUU,NVA,PA34,T,N,SAER,3,0,0.0,6,300.0
2010,11,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,100.0
2010,12,PUU,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,12,PUU,NVA,P28A,T,N,SAER,1,0,0.0,2,100.0
2010,6,PUU,PSO,PA34,T,N,SAER,2,0,0.0,2,70.0
2010,10,PZA,VVC,C206,T,N,SAER,1,0,0.0,4,0.0
2010,8,PZA,VVC,C210,T,N,SAER,1,0,0.0,2,0.0
2010,10,PZA,VVC,C210,T,N,SAER,1,0,0.0,2,0.0
2010,5,PZA,VVC,P28A,T,N,SAER,1,0,0.0,2,0.0
2010,10,RAV,EYP,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,12,RAV,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,8,RCH,SMR,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,12,SMR,CTG,C180,T,N,SAER,1,0,0.0,2,0.0
2010,8,SMR,GYM,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,6,SNR,VVC,P28A,T,N,SAER,1,0,0.0,2,0.0
2010,5,SVI,BOG,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,4,SVI,FLA,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,5,SVI,FLA,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,12,SVI,IBE,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,1,SVI,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,2,SVI,NVA,PA34,T,N,SAER,2,0,0.0,4,50.0
2010,3,SVI,NVA,PA34,T,N,SAER,6,0,0.0,11,500.0
2010,4,SVI,NVA,PA34,T,N,SAER,2,0,0.0,4,100.0
2010,5,SVI,NVA,PA34,T,N,SAER,3,0,0.0,4,0.0
2010,6,SVI,NVA,PA34,T,N,SAER,4,0,0.0,6,300.0
2010,7,SVI,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,8,SVI,NVA,PA34,T,N,SAER,3,0,0.0,6,300.0
2010,9,SVI,NVA,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,10,SVI,NVA,PA34,T,N,SAER,5,0,0.0,6,250.0
2010,11,SVI,NVA,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,12,SVI,NVA,PA34,T,N,SAER,3,0,0.0,6,300.0
2010,3,SVI,PUU,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,7,SVI,PUU,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,11,SVI,PUU,PA34,T,N,SAER,2,0,0.0,4,200.0
2010,6,SVI,VVC,C206,T,N,SAER,1,0,0.0,4,0.0
2010,5,TME,AUC,C206,T,N,SAER,1,0,0.0,2,20.0
2010,6,TME,AUC,C206,T,N,SAER,1,0,0.0,2,25.0
2010,4,TME,AUC,PA34,T,N,SAER,1,0,0.0,2,25.0
2010,4,TME,VVC,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,8,UIB,BOG,PA34,T,N,SAER,1,0,0.0,1,80.0
2010,12,VGP,BOG,PA34,T,N,SAER,1,0,0.0,1,20.0
2010,4,VVC,ACR,C206,T,N,SAER,1,0,0.0,4,20.0
2010,3,VVC,AUC,C206,T,N,SAER,2,0,0.0,4,100.0
2010,4,VVC,AUC,C206,T,N,SAER,1,0,0.0,2,50.0
2010,5,VVC,AUC,C206,T,N,SAER,2,0,0.0,7,65.0
2010,11,VVC,AUC,C206,T,N,SAER,1,0,0.0,2,40.0
2010,10,VVC,AUC,C210,T,N,SAER,1,0,0.0,2,40.0
2010,12,VVC,AUC,C210,T,N,SAER,2,0,0.0,4,120.0
2010,7,VVC,AUC,PA34,T,N,SAER,1,0,0.0,3,0.0
2010,11,VVC,AUC,PA34,T,N,SAER,1,0,0.0,2,60.0
2010,12,VVC,AUC,PA34,T,N,SAER,5,0,0.0,10,320.0
2010,5,VVC,AUC,P28A,T,N,SAER,2,0,0.0,4,100.0
2010,12,VVC,BAR,C206,T,N,SAER,1,0,0.0,2,20.0
2010,4,VVC,BOG,PA34,T,N,SAER,1,0,0.0,4,0.0
2010,7,VVC,BOG,PA34,T,N,SAER,1,0,0.0,1,100.0
2010,8,VVC,BOG,PA34,T,N,SAER,1,0,0.0,2,150.0
2010,11,VVC,BOG,PA34,T,N,SAER,1,0,0.0,1,0.0
2010,11,VVC,EYP,C182,T,N,SAER,2,0,0.0,4,120.0
2010,12,VVC,EYP,C182,T,N,SAER,1,0,0.0,2,0.0
2010,1,VVC,EYP,C206,T,N,SAER,1,0,0.0,2,50.0
2010,2,VVC,EYP,C206,T,N,SAER,2,0,0.0,3,0.0
2010,3,VVC,EYP,C206,T,N,SAER,5,0,0.0,10,250.0
2010,4,VVC,EYP,C206,T,N,SAER,4,0,0.0,8,200.0
2010,5,VVC,EYP,C206,T,N,SAER,6,0,0.0,9,225.0
2010,6,VVC,EYP,C206,T,N,SAER,3,0,0.0,6,150.0
2010,7,VVC,EYP,C206,T,N,SAER,6,0,0.0,5,0.0
2010,8,VVC,EYP,C206,T,N,SAER,3,0,0.0,4,120.0
2010,9,VVC,EYP,C206,T,N,SAER,5,0,0.0,13,220.0
2010,10,VVC,EYP,C206,T,N,SAER,3,0,0.0,6,120.0
2010,11,VVC,EYP,C206,T,N,SAER,2,0,0.0,4,70.0
2010,12,VVC,EYP,C206,T,N,SAER,3,0,0.0,8,170.0
2010,8,VVC,EYP,C210,T,N,SAER,1,0,0.0,2,0.0
2010,10,VVC,EYP,C210,T,N,SAER,6,0,0.0,12,280.0
2010,11,VVC,EYP,C210,T,N,SAER,2,0,0.0,2,40.0
2010,12,VVC,EYP,C210,T,N,SAER,5,0,0.0,10,190.0
2010,2,VVC,EYP,PA34,T,N,SAER,1,0,0.0,2,100.0
2010,4,VVC,EYP,PA34,T,N,SAER,2,0,0.0,4,100.0
2010,5,VVC,EYP,PA34,T,N,SAER,3,0,0.0,4,100.0
2010,7,VVC,EYP,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,8,VVC,EYP,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,10,VVC,EYP,PA34,T,N,SAER,4,0,0.0,6,160.0
2010,11,VVC,EYP,PA34,T,N,SAER,5,0,0.0,10,320.0
2010,12,VVC,EYP,PA34,T,N,SAER,8,0,0.0,15,505.0
2010,5,VVC,EYP,P28A,T,N,SAER,1,0,0.0,2,50.0
2010,6,VVC,EYP,P28A,T,N,SAER,2,0,0.0,4,100.0
2010,9,VVC,EYP,P28A,T,N,SAER,2,0,0.0,4,70.0
2010,12,VVC,EYP,P28A,T,N,SAER,4,0,0.0,8,120.0
2010,5,VVC,GPI,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,2,VVC,GYM,C206,T,N,SAER,1,0,0.0,4,0.0
2010,7,VVC,GYM,C206,T,N,SAER,1,0,0.0,5,20.0
2010,5,VVC,GYM,PA34,T,N,SAER,2,0,0.0,2,0.0
2010,6,VVC,GYM,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,7,VVC,GYM,PA34,T,N,SAER,1,0,0.0,1,0.0
2010,9,VVC,GYM,PA34,T,N,SAER,1,0,0.0,3,0.0
2010,10,VVC,GYM,PA34,T,N,SAER,2,0,0.0,2,0.0
2010,12,VVC,MFS,C182,T,N,SAER,1,0,0.0,2,60.0
2010,4,VVC,MFS,C206,T,N,SAER,1,0,0.0,2,50.0
2010,6,VVC,MFS,C206,T,N,SAER,3,0,0.0,5,100.0
2010,3,VVC,NVA,PA34,T,N,SAER,1,0,0.0,2,0.0
2010,9,VVC,NVA,PA34,T,N,SAER,1,0,0.0,2,20.0
2010,10,VVC,NVA,PA34,T,N,SAER,1,0,0.0,2,60.0
2010,12,VVC,NVA,PA34,T,N,SAER,1,0,0.0,2,60.0
2010,12,VVC,NVA,P28A,T,N,SAER,1,0,0.0,2,60.0
2010,4,VVC,PCR,C206,T,N,SAER,1,0,0.0,2,50.0
2010,9,VVC,PCR,PA34,T,N,SAER,1,0,0.0,2,60.0
2010,12,VVC,PCR,PA34,T,N,SAER,3,0,0.0,6,160.0
2010,6,VVC,PCR,P28A,T,N,SAER,1,0,0.0,2,50.0
2010,8,VVC,PZA,C210,T,N,SAER,1,0,0.0,2,50.0
2010,10,VVC,PZA,C210,T,N,SAER,1,0,0.0,2,40.0
2010,5,VVC,PZA,P28A,T,N,SAER,1,0,0.0,2,50.0
2010,4,VVC,RAV,C206,T,N,SAER,1,0,0.0,2,50.0
2010,6,VVC,SVI,C206,T,N,SAER,1,0,0.0,4,20.0
2010,9,VVC,SVI,PA34,T,N,SAER,1,0,0.0,4,0.0
2010,10,VVC,TDA,C182,T,N,SAER,1,0,0.0,1,0.0
2010,4,VVC,TME,PA34,T,N,SAER,1,0,0.0,2,50.0
2010,1,ADZ,BOG,C206,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,8,ADZ,BOG,JS32,T,N,SARPA S.A.S,4,0,0.0,26,0.0
2010,9,ADZ,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,4,0.0
2010,7,ADZ,BOG,LJ35,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,1,AUC,BOG,C206,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,2,AUC,BOG,JS32,T,N,SARPA S.A.S,2,0,0.0,20,0.0
2010,5,AUC,BOG,JS32,T,N,SARPA S.A.S,3,0,0.0,12,0.0
2010,7,AUC,BOG,JS32,T,N,SARPA S.A.S,3,0,0.0,10,0.0
2010,8,AUC,BOG,JS32,T,N,SARPA S.A.S,2,0,0.0,4,0.0
2010,11,AUC,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,12,AUC,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,11,0.0
2010,12,AUC,BOG,LJ35,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,6,AUC,CUC,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,6,BMG,VVC,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,9,BOG,APO,JS32,T,N,SARPA S.A.S,3,0,0.0,3,0.0
2010,10,BOG,APO,JS32,T,N,SARPA S.A.S,2,0,0.0,1,0.0
2010,2,BOG,AUC,JS32,T,N,SARPA S.A.S,1,0,0.0,7,0.0
2010,5,BOG,AUC,JS32,T,N,SARPA S.A.S,2,0,0.0,4,0.0
2010,12,BOG,AUC,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,1,BOG,BUN,C206,T,N,SARPA S.A.S,1,0,0.0,12,0.0
2010,5,BOG,BUN,JS32,T,N,SARPA S.A.S,2,0,0.0,10,0.0
2010,8,BOG,BUN,JS32,T,N,SARPA S.A.S,1,0,0.0,19,0.0
2010,3,BOG,CLO,JS32,T,N,SARPA S.A.S,1,0,0.0,6,0.0
2010,8,BOG,CLO,JS32,T,N,SARPA S.A.S,2,0,0.0,4,0.0
2010,9,BOG,CLO,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,5,BOG,CTG,JS32,T,N,SARPA S.A.S,1,0,0.0,16,0.0
2010,8,BOG,CTG,JS32,T,N,SARPA S.A.S,2,0,0.0,11,0.0
2010,11,BOG,CTG,JS32,T,N,SARPA S.A.S,1,0,0.0,15,0.0
2010,2,BOG,CUC,JS32,T,N,SARPA S.A.S,2,0,0.0,2,0.0
2010,4,BOG,CUC,JS32,T,N,SARPA S.A.S,1,0,0.0,19,0.0
2010,8,BOG,CUC,JS32,T,N,SARPA S.A.S,2,0,0.0,3,0.0
2010,11,BOG,CUC,JS32,T,N,SARPA S.A.S,1,0,0.0,9,0.0
2010,12,BOG,CUC,JS32,T,N,SARPA S.A.S,6,0,0.0,18,0.0
2010,8,BOG,EJA,JS32,T,N,SARPA S.A.S,1,0,0.0,4,0.0
2010,9,BOG,EJA,JS32,T,N,SARPA S.A.S,2,0,0.0,1,1200.0
2010,10,BOG,EJA,JS32,T,N,SARPA S.A.S,2,0,0.0,0,1200.0
2010,11,BOG,EJA,JS32,T,N,SARPA S.A.S,3,0,0.0,0,1500.0
2010,12,BOG,EJA,JS32,T,N,SARPA S.A.S,2004,0,0.0,0,3000.0
2010,1,BOG,EYP,C206,T,N,SARPA S.A.S,6,0,0.0,84,0.0
2010,2,BOG,EYP,JS32,T,N,SARPA S.A.S,11,0,0.0,114,4600.0
2010,3,BOG,EYP,JS32,T,N,SARPA S.A.S,3,0,0.0,35,0.0
2010,4,BOG,EYP,JS32,T,N,SARPA S.A.S,13,0,0.0,47,4800.0
2010,5,BOG,EYP,JS32,T,N,SARPA S.A.S,9,0,0.0,107,0.0
2010,6,BOG,EYP,JS32,T,N,SARPA S.A.S,11,0,0.0,126,3000.0
2010,7,BOG,EYP,JS32,T,N,SARPA S.A.S,9,0,0.0,118,0.0
2010,8,BOG,EYP,JS32,T,N,SARPA S.A.S,7,0,0.0,91,0.0
2010,9,BOG,EYP,JS32,T,N,SARPA S.A.S,16,0,0.0,158,6000.0
2010,10,BOG,EYP,JS32,T,N,SARPA S.A.S,13,0,0.0,95,4300.0
2010,11,BOG,EYP,JS32,T,N,SARPA S.A.S,4,0,0.0,41,0.0
2010,12,BOG,EYP,JS32,T,N,SARPA S.A.S,8,0,0.0,101,0.0
2010,1,BOG,FLA,C206,T,N,SARPA S.A.S,1,0,0.0,10,0.0
2010,6,BOG,FLA,JS32,T,N,SARPA S.A.S,1,0,0.0,4,0.0
2010,7,BOG,FLA,JS32,T,N,SARPA S.A.S,1,0,0.0,8,0.0
2010,9,BOG,FLA,JS32,T,N,SARPA S.A.S,2,0,0.0,15,0.0
2010,10,BOG,FLA,JS32,T,N,SARPA S.A.S,5,0,0.0,12,0.0
2010,11,BOG,FLA,JS32,T,N,SARPA S.A.S,4,0,0.0,28,0.0
2010,12,BOG,FLA,JS32,T,N,SARPA S.A.S,6,0,0.0,31,120.0
2010,3,BOG,GPI,JS32,T,N,SARPA S.A.S,1,0,0.0,9,0.0
2010,7,BOG,IBE,JS32,T,N,SARPA S.A.S,1,0,0.0,6,0.0
2010,9,BOG,IBE,JS32,T,N,SARPA S.A.S,1,0,0.0,8,0.0
2010,10,BOG,IBE,JS32,T,N,SARPA S.A.S,2,0,0.0,19,0.0
2010,11,BOG,IBE,JS32,T,N,SARPA S.A.S,1,0,0.0,8,0.0
2010,9,BOG,IPI,JS32,T,N,SARPA S.A.S,1,0,0.0,11,0.0
2010,4,BOG,MTR,JS32,T,N,SARPA S.A.S,1,0,0.0,7,0.0
2010,12,BOG,MVP,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,6,BOG,NVA,JS32,T,N,SARPA S.A.S,1,0,0.0,6,0.0
2010,7,BOG,NVA,JS32,T,N,SARPA S.A.S,3,0,0.0,34,0.0
2010,10,BOG,NVA,JS32,T,N,SARPA S.A.S,2,0,0.0,10,0.0
2010,6,BOG,NVA,LJ35,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,7,BOG,PCR,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,6,BOG,PCR,LJ35,T,N,SARPA S.A.S,1,0,0.0,1,0.0
2010,10,BOG,PSO,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,9,BOG,PUU,JS32,T,N,SARPA S.A.S,2,0,0.0,0,780.0
2010,11,BOG,PUU,JS32,T,N,SARPA S.A.S,1,0,0.0,0,50.0
2010,9,BOG,PZA,JS32,T,N,SARPA S.A.S,1,0,0.0,13,0.0
2010,9,BOG,RVE,JS32,T,N,SARPA S.A.S,3,0,0.0,57,0.0
2010,11,BOG,RVE,JS32,T,N,SARPA S.A.S,1,0,0.0,17,0.0
2010,9,BOG,SVI,JS32,T,N,SARPA S.A.S,2,0,0.0,32,0.0
2010,10,BOG,SVI,JS32,T,N,SARPA S.A.S,3,0,0.0,25,0.0
2010,11,BOG,SVI,JS32,T,N,SARPA S.A.S,3,0,0.0,26,0.0
2010,6,BOG,UIB,JS32,T,N,SARPA S.A.S,5,0,0.0,3,0.0
2010,9,BOG,UIB,JS32,T,N,SARPA S.A.S,8,0,0.0,2,0.0
2010,5,BOG,VGP,JS32,T,N,SARPA S.A.S,1,0,0.0,10,0.0
2010,5,BOG,VUP,JS32,T,N,SARPA S.A.S,1,0,0.0,7,0.0
2010,1,BOG,VVC,C206,T,N,SARPA S.A.S,2,0,0.0,31,0.0
2010,2,BOG,VVC,JS32,T,N,SARPA S.A.S,3,0,0.0,48,0.0
2010,3,BOG,VVC,JS32,T,N,SARPA S.A.S,1,0,0.0,14,0.0
2010,4,BOG,VVC,JS32,T,N,SARPA S.A.S,11,0,0.0,114,6000.0
2010,5,BOG,VVC,JS32,T,N,SARPA S.A.S,8,0,0.0,139,0.0
2010,6,BOG,VVC,JS32,T,N,SARPA S.A.S,7,0,0.0,122,0.0
2010,7,BOG,VVC,JS32,T,N,SARPA S.A.S,12,0,0.0,210,0.0
2010,8,BOG,VVC,JS32,T,N,SARPA S.A.S,7,0,0.0,119,0.0
2010,9,BOG,VVC,JS32,T,N,SARPA S.A.S,12,0,0.0,210,0.0
2010,10,BOG,VVC,JS32,T,N,SARPA S.A.S,18,0,0.0,131,6000.0
2010,11,BOG,VVC,JS32,T,N,SARPA S.A.S,7,0,0.0,114,0.0
2010,12,BOG,VVC,JS32,T,N,SARPA S.A.S,14,0,0.0,233,0.0
2010,11,BOG,7NT,JS32,T,N,SARPA S.A.S,1,0,0.0,11,0.0
2010,12,BOG,7NT,JS32,T,N,SARPA S.A.S,1,0,0.0,7,0.0
2010,1,BUN,BOG,C206,T,N,SARPA S.A.S,1,0,0.0,12,0.0
2010,5,BUN,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,8,BUN,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,16,0.0
2010,12,BUN,BOG,JS32,T,N,SARPA S.A.S,13,0,0.0,0,7500.0
2010,5,BUN,FLA,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,8,CLO,BOG,JS32,T,N,SARPA S.A.S,4,0,0.0,4,0.0
2010,3,CLO,FLA,JS32,T,N,SARPA S.A.S,1,0,0.0,6,0.0
2010,11,CPL,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,14,0.0
2010,8,CTG,ADZ,JS32,T,N,SARPA S.A.S,2002,0,0.0,13,0.0
2010,3,CTG,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,4,CTG,BOG,JS32,T,N,SARPA S.A.S,2,0,0.0,5,0.0
2010,11,CTG,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,15,0.0
2010,4,CUC,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,11,0.0
2010,5,CUC,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,6,CUC,BOG,JS32,T,N,SARPA S.A.S,5,0,0.0,6,0.0
2010,7,CUC,BOG,JS32,T,N,SARPA S.A.S,3,0,0.0,5,0.0
2010,8,CUC,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,9,CUC,BOG,JS32,T,N,SARPA S.A.S,2,0,0.0,4,0.0
2010,11,CUC,BOG,JS32,T,N,SARPA S.A.S,2,0,0.0,15,0.0
2010,12,CUC,BOG,JS32,T,N,SARPA S.A.S,6,0,0.0,23,0.0
2010,9,CUC,BOG,LJ35,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,12,CZU,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,3,EJA,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,1,EJA,EYP,C206,T,N,SARPA S.A.S,1,0,0.0,0,100.0
2010,4,EJA,SMR,JS32,T,N,SARPA S.A.S,1,0,0.0,0,600.0
2010,8,EJA,SMR,JS32,T,N,SARPA S.A.S,1,0,0.0,4,0.0
2010,2,EYP,AUC,JS32,T,N,SARPA S.A.S,1,0,0.0,18,0.0
2010,1,EYP,BOG,C206,T,N,SARPA S.A.S,5,0,0.0,27,0.0
2010,2,EYP,BOG,JS32,T,N,SARPA S.A.S,3,0,0.0,8,0.0
2010,4,EYP,BOG,JS32,T,N,SARPA S.A.S,3,0,0.0,34,0.0
2010,5,EYP,BOG,JS32,T,N,SARPA S.A.S,8,0,0.0,92,0.0
2010,6,EYP,BOG,JS32,T,N,SARPA S.A.S,10,0,0.0,127,0.0
2010,7,EYP,BOG,JS32,T,N,SARPA S.A.S,12,0,0.0,123,0.0
2010,8,EYP,BOG,JS32,T,N,SARPA S.A.S,8,0,0.0,112,1500.0
2010,9,EYP,BOG,JS32,T,N,SARPA S.A.S,10,0,0.0,121,0.0
2010,10,EYP,BOG,JS32,T,N,SARPA S.A.S,6,0,0.0,60,0.0
2010,11,EYP,BOG,JS32,T,N,SARPA S.A.S,5,0,0.0,36,0.0
2010,12,EYP,BOG,JS32,T,N,SARPA S.A.S,8,0,0.0,76,0.0
2010,12,EYP,CUC,JS32,T,N,SARPA S.A.S,1,0,0.0,14,0.0
2010,4,EYP,RVE,JS32,T,N,SARPA S.A.S,7,0,0.0,0,4200.0
2010,5,EYP,RVE,JS32,T,N,SARPA S.A.S,1,0,0.0,10,0.0
2010,9,EYP,RVE,JS32,T,N,SARPA S.A.S,4,0,0.0,38,0.0
2010,1,EYP,VVC,C206,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,2,EYP,VVC,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,8,EYP,VVC,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,9,EYP,VVC,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,12,FLA,AUC,JS32,T,N,SARPA S.A.S,1,0,0.0,8,0.0
2010,1,FLA,BOG,C206,T,N,SARPA S.A.S,1,0,0.0,4,0.0
2010,2,FLA,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,6,FLA,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,7,FLA,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,9,FLA,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,1,0.0
2010,10,FLA,BOG,JS32,T,N,SARPA S.A.S,5,0,0.0,16,0.0
2010,11,FLA,BOG,JS32,T,N,SARPA S.A.S,6,0,0.0,45,0.0
2010,12,FLA,BOG,JS32,T,N,SARPA S.A.S,6,0,0.0,36,0.0
2010,5,FLA,CUC,JS32,T,N,SARPA S.A.S,1,0,0.0,5,0.0
2010,12,FLA,MVP,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,10,FLA,NVA,JS32,T,N,SARPA S.A.S,2,0,0.0,5,0.0
2010,11,FLA,NVA,JS32,T,N,SARPA S.A.S,1,0,0.0,3,0.0
2010,9,FLA,TCO,JS32,T,N,SARPA S.A.S,1,0,0.0,12,0.0
2010,3,GPI,BOG,JS32,T,N,SARPA S.A.S,1,0,0.0,13,0.0
2010,10,GPI,BUN,JS32,T,N,SARPA S.A.S,1,0,0.0,1,0.0
2010,2,GPI,CLO,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,3,GPI,CLO,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
2010,4,GPI,CLO,JS32,T,N,SARPA S.A.S,1,0,0.0,2,0.0
